image_name,new_x,new_y,new_w,new_h
ISIC_0025191,0,0,640,450
ISIC_0025192,0,0,640,450
ISIC_0025193,185,117,280,217
ISIC_0025194,0,0,640,450
ISIC_0025195,0,0,640,450
ISIC_0025196,0,0,640,450
ISIC_0025197,202,156,240,217
ISIC_0025198,162,84,272,246
ISIC_0025199,47,66,542,277
ISIC_0025200,22,3,507,369
ISIC_0025201,160,79,257,260
ISIC_0025202,125,140,405,309
ISIC_0025203,62,96,490,332
ISIC_0025204,5,0,580,450
ISIC_0025205,0,0,545,450
ISIC_0025206,115,0,397,450
ISIC_0025207,97,124,280,260
ISIC_0025208,0,0,640,450
ISIC_0025209,72,0,450,437
ISIC_0025210,0,0,587,450
ISIC_0025211,165,138,272,260
ISIC_0025212,5,0,635,450
ISIC_0025213,127,103,380,291
ISIC_0025214,0,0,640,450
ISIC_0025215,215,17,232,321
ISIC_0025216,82,0,492,450
ISIC_0025217,110,0,465,450
ISIC_0025218,112,0,472,450
ISIC_0025219,117,24,447,414
ISIC_0025220,75,26,460,348
ISIC_0025221,15,131,582,318
ISIC_0025222,10,40,630,409
ISIC_0025223,7,1,632,446
ISIC_0025224,0,0,640,450
ISIC_0025225,182,138,290,217
ISIC_0025226,182,38,292,370
ISIC_0025227,0,0,625,450
ISIC_0025228,127,61,345,272
ISIC_0025229,57,12,372,348
ISIC_0025230,0,0,640,450
ISIC_0025231,32,0,605,450
ISIC_0025232,0,0,570,450
ISIC_0025233,180,24,300,326
ISIC_0025234,97,0,447,450
ISIC_0025235,45,0,572,450
ISIC_0025236,120,182,312,216
ISIC_0025237,257,179,167,144
ISIC_0025238,140,33,370,348
ISIC_0025239,0,0,640,450
ISIC_0025240,0,0,640,450
ISIC_0025241,0,0,640,450
ISIC_0025242,152,17,415,335
ISIC_0025243,165,105,332,286
ISIC_0025244,17,98,310,326
ISIC_0025245,0,0,640,450
ISIC_0025246,170,80,377,369
ISIC_0025247,32,0,607,450
ISIC_0025248,0,0,640,450
ISIC_0025249,210,96,262,277
ISIC_0025250,0,29,572,270
ISIC_0025251,125,0,317,450
ISIC_0025252,95,72,405,274
ISIC_0025253,50,29,530,353
ISIC_0025254,25,0,587,450
ISIC_0025255,145,0,432,346
ISIC_0025256,0,0,640,450
ISIC_0025257,47,5,552,444
ISIC_0025258,95,0,345,450
ISIC_0025259,25,75,590,369
ISIC_0025260,150,77,272,237
ISIC_0025261,165,107,285,237
ISIC_0025262,207,152,220,135
ISIC_0025263,87,152,447,196
ISIC_0025264,0,0,640,450
ISIC_0025265,245,151,152,181
ISIC_0025266,0,0,640,395
ISIC_0025267,12,0,547,450
ISIC_0025268,0,5,640,444
ISIC_0025269,0,0,640,450
ISIC_0025270,140,79,282,253
ISIC_0025271,237,124,170,184
ISIC_0025272,95,21,475,395
ISIC_0025273,160,0,355,439
ISIC_0025274,137,61,395,388
ISIC_0025275,107,93,402,279
ISIC_0025276,147,0,310,444
ISIC_0025277,95,58,422,321
ISIC_0025278,260,179,122,114
ISIC_0025279,200,179,192,191
ISIC_0025280,195,26,360,277
ISIC_0025281,112,12,415,370
ISIC_0025282,110,75,295,307
ISIC_0025283,212,0,310,437
ISIC_0025284,102,0,387,425
ISIC_0025285,0,0,640,450
ISIC_0025286,85,31,420,365
ISIC_0025287,180,123,317,260
ISIC_0025288,0,0,640,450
ISIC_0025289,172,40,370,409
ISIC_0025290,175,80,265,247
ISIC_0025291,180,70,350,191
ISIC_0025292,117,52,415,346
ISIC_0025293,227,42,292,284
ISIC_0025294,80,0,395,432
ISIC_0025295,100,47,540,372
ISIC_0025296,80,15,437,434
ISIC_0025297,0,0,640,450
ISIC_0025298,127,79,355,370
ISIC_0025299,0,45,640,395
ISIC_0025300,152,93,282,272
ISIC_0025301,17,0,605,450
ISIC_0025302,85,54,492,335
ISIC_0025303,222,123,227,191
ISIC_0025304,217,149,345,212
ISIC_0025305,0,0,640,450
ISIC_0025306,0,33,625,360
ISIC_0025307,32,0,607,450
ISIC_0025308,162,49,327,319
ISIC_0025309,197,91,245,284
ISIC_0025310,10,1,535,420
ISIC_0025311,0,84,560,319
ISIC_0025312,112,151,390,261
ISIC_0025313,45,49,560,377
ISIC_0025314,35,0,605,450
ISIC_0025315,0,0,640,450
ISIC_0025316,235,19,247,309
ISIC_0025317,7,0,610,450
ISIC_0025318,90,110,280,235
ISIC_0025319,0,0,640,450
ISIC_0025320,75,8,395,341
ISIC_0025321,235,165,142,112
ISIC_0025322,105,0,535,450
ISIC_0025323,212,121,195,205
ISIC_0025324,105,0,490,439
ISIC_0025325,10,0,630,450
ISIC_0025326,0,36,640,413
ISIC_0025327,37,0,602,450
ISIC_0025328,0,0,572,450
ISIC_0025329,250,70,250,247
ISIC_0025330,20,12,362,372
ISIC_0025331,127,86,387,348
ISIC_0025332,115,119,285,181
ISIC_0025333,72,0,492,321
ISIC_0025334,42,0,437,400
ISIC_0025335,185,105,247,235
ISIC_0025336,230,103,310,246
ISIC_0025337,0,0,640,450
ISIC_0025338,105,42,272,316
ISIC_0025339,150,86,342,291
ISIC_0025340,147,66,300,328
ISIC_0025341,260,189,125,117
ISIC_0025342,107,68,257,235
ISIC_0025343,180,0,290,393
ISIC_0025344,102,0,422,450
ISIC_0025345,0,0,640,450
ISIC_0025346,12,38,592,407
ISIC_0025347,0,0,640,450
ISIC_0025348,30,0,407,450
ISIC_0025349,195,86,327,151
ISIC_0025350,0,0,640,450
ISIC_0025351,0,0,640,450
ISIC_0025352,230,123,212,186
ISIC_0025353,47,49,485,400
ISIC_0025354,160,84,345,284
ISIC_0025355,5,0,622,450
ISIC_0025356,110,0,437,450
ISIC_0025357,240,75,317,333
ISIC_0025358,90,36,472,377
ISIC_0025359,40,0,507,450
ISIC_0025360,87,0,447,311
ISIC_0025361,67,0,457,432
ISIC_0025362,195,140,300,207
ISIC_0025363,97,105,425,240
ISIC_0025364,65,147,285,272
ISIC_0025365,17,0,610,450
ISIC_0025366,90,0,325,450
ISIC_0025367,252,168,135,105
ISIC_0025368,125,28,397,413
ISIC_0025369,52,0,502,450
ISIC_0025370,190,103,282,223
ISIC_0025371,17,0,610,450
ISIC_0025372,75,77,465,328
ISIC_0025373,20,0,570,420
ISIC_0025374,50,0,562,450
ISIC_0025375,120,117,317,291
ISIC_0025376,255,128,142,154
ISIC_0025377,40,0,512,450
ISIC_0025378,247,152,145,151
ISIC_0025379,0,0,640,450
ISIC_0025380,107,0,467,384
ISIC_0025381,30,56,582,309
ISIC_0025382,122,0,412,450
ISIC_0025383,0,0,605,450
ISIC_0025384,0,0,640,450
ISIC_0025385,157,77,370,295
ISIC_0025386,162,0,395,450
ISIC_0025387,0,54,640,351
ISIC_0025388,125,80,380,279
ISIC_0025389,2,0,597,383
ISIC_0025390,7,0,527,450
ISIC_0025391,40,0,600,450
ISIC_0025392,85,75,472,332
ISIC_0025393,200,42,275,332
ISIC_0025394,0,24,640,413
ISIC_0025395,115,89,212,233
ISIC_0025396,57,15,582,425
ISIC_0025397,75,0,425,432
ISIC_0025398,185,128,185,188
ISIC_0025399,332,161,177,230
ISIC_0025400,207,94,210,277
ISIC_0025401,55,0,502,450
ISIC_0025402,165,82,345,309
ISIC_0025403,22,0,517,450
ISIC_0025404,215,108,320,326
ISIC_0025405,187,56,237,339
ISIC_0025406,0,56,495,335
ISIC_0025407,105,175,360,249
ISIC_0025408,57,86,555,358
ISIC_0025409,175,75,292,295
ISIC_0025410,65,61,495,323
ISIC_0025411,2,0,597,450
ISIC_0025412,55,0,585,450
ISIC_0025413,0,0,640,450
ISIC_0025414,0,0,640,450
ISIC_0025415,92,52,537,397
ISIC_0025416,0,0,640,450
ISIC_0025417,272,168,117,98
ISIC_0025418,210,0,377,450
ISIC_0025419,207,138,202,174
ISIC_0025420,82,0,475,388
ISIC_0025421,170,89,292,274
ISIC_0025422,215,175,250,186
ISIC_0025423,182,66,272,240
ISIC_0025424,117,73,370,319
ISIC_0025425,275,188,180,163
ISIC_0025426,62,80,420,344
ISIC_0025427,0,0,627,450
ISIC_0025428,245,98,145,242
ISIC_0025429,45,5,535,321
ISIC_0025430,0,0,625,450
ISIC_0025431,65,0,455,407
ISIC_0025432,0,42,640,395
ISIC_0025433,80,35,485,372
ISIC_0025434,0,0,640,450
ISIC_0025435,125,58,332,333
ISIC_0025436,0,0,640,450
ISIC_0025437,72,117,425,319
ISIC_0025438,10,0,555,450
ISIC_0025439,0,0,640,450
ISIC_0025440,0,10,640,439
ISIC_0025441,230,0,410,365
ISIC_0025442,97,151,395,181
ISIC_0025443,20,0,610,450
ISIC_0025444,322,165,265,284
ISIC_0025445,155,123,317,290
ISIC_0025446,170,72,272,290
ISIC_0025447,227,36,317,344
ISIC_0025448,0,73,500,225
ISIC_0025449,140,174,275,198
ISIC_0025450,120,58,425,360
ISIC_0025451,97,66,395,323
ISIC_0025452,270,119,215,212
ISIC_0025453,0,0,607,450
ISIC_0025454,0,0,640,450
ISIC_0025455,0,0,640,450
ISIC_0025456,182,114,317,254
ISIC_0025457,0,0,640,450
ISIC_0025458,222,126,187,210
ISIC_0025459,202,117,395,267
ISIC_0025460,160,0,332,420
ISIC_0025461,157,156,262,233
ISIC_0025462,220,131,245,318
ISIC_0025463,62,40,450,409
ISIC_0025464,57,8,492,376
ISIC_0025465,237,126,180,184
ISIC_0025466,235,116,222,210
ISIC_0025467,0,0,640,450
ISIC_0025468,62,0,510,450
ISIC_0025469,25,0,615,450
ISIC_0025470,12,0,627,450
ISIC_0025471,5,77,635,326
ISIC_0025472,0,0,640,450
ISIC_0025473,125,138,370,179
ISIC_0025474,0,0,640,450
ISIC_0025475,192,84,320,172
ISIC_0025476,210,137,300,210
ISIC_0025477,315,223,97,73
ISIC_0025478,0,0,640,450
ISIC_0025479,0,0,640,450
ISIC_0025480,150,61,367,377
ISIC_0025481,247,8,302,328
ISIC_0025482,77,0,535,450
ISIC_0025483,60,58,545,328
ISIC_0025484,0,0,640,450
ISIC_0025485,0,0,640,450
ISIC_0025486,110,117,310,295
ISIC_0025487,0,0,640,450
ISIC_0025488,230,151,160,147
ISIC_0025489,117,7,402,442
ISIC_0025490,125,21,455,428
ISIC_0025491,0,0,640,450
ISIC_0025492,120,0,457,450
ISIC_0025493,305,214,132,114
ISIC_0025494,0,0,640,388
ISIC_0025495,25,0,575,450
ISIC_0025496,125,31,367,404
ISIC_0025497,110,119,385,258
ISIC_0025498,0,58,640,328
ISIC_0025499,180,91,290,311
ISIC_0025500,0,3,640,446
ISIC_0025501,10,0,507,450
ISIC_0025502,132,121,265,203
ISIC_0025503,60,40,385,409
ISIC_0025504,65,0,512,450
ISIC_0025505,250,163,227,207
ISIC_0025506,92,56,525,381
ISIC_0025507,0,0,640,450
ISIC_0025508,77,65,265,295
ISIC_0025509,65,84,512,353
ISIC_0025510,232,107,185,212
ISIC_0025511,187,112,292,254
ISIC_0025512,0,0,640,450
ISIC_0025513,195,123,245,193
ISIC_0025514,170,86,352,314
ISIC_0025515,35,59,570,290
ISIC_0025516,0,0,640,450
ISIC_0025517,217,152,292,228
ISIC_0025518,0,7,640,442
ISIC_0025519,32,5,592,444
ISIC_0025520,2,0,637,450
ISIC_0025521,40,0,482,450
ISIC_0025522,55,0,512,450
ISIC_0025523,257,22,202,196
ISIC_0025524,0,0,640,450
ISIC_0025525,177,149,177,156
ISIC_0025526,290,177,72,93
ISIC_0025527,0,0,640,450
ISIC_0025528,50,0,457,450
ISIC_0025529,0,0,610,450
ISIC_0025530,42,10,520,428
ISIC_0025531,70,36,570,413
ISIC_0025532,205,15,275,304
ISIC_0025533,187,117,250,233
ISIC_0025534,140,45,327,323
ISIC_0025535,170,0,407,450
ISIC_0025536,57,101,507,348
ISIC_0025537,117,89,415,304
ISIC_0025538,62,0,475,450
ISIC_0025539,112,21,430,402
ISIC_0025540,167,0,310,427
ISIC_0025541,155,107,300,249
ISIC_0025542,182,130,307,254
ISIC_0025543,0,0,640,450
ISIC_0025544,110,26,442,381
ISIC_0025545,160,59,325,284
ISIC_0025546,80,24,507,425
ISIC_0025547,165,91,267,261
ISIC_0025548,117,33,440,383
ISIC_0025549,142,8,282,441
ISIC_0025550,185,87,257,267
ISIC_0025551,247,33,232,346
ISIC_0025552,120,42,420,370
ISIC_0025553,240,121,155,131
ISIC_0025554,237,156,162,154
ISIC_0025555,50,15,527,393
ISIC_0025556,235,112,275,198
ISIC_0025557,92,56,390,360
ISIC_0025558,20,0,620,450
ISIC_0025559,37,0,602,450
ISIC_0025560,50,0,437,450
ISIC_0025561,0,0,640,450
ISIC_0025562,185,112,237,242
ISIC_0025563,255,177,152,123
ISIC_0025564,0,0,640,450
ISIC_0025565,65,108,275,311
ISIC_0025566,0,0,600,450
ISIC_0025567,15,0,575,432
ISIC_0025568,277,202,65,58
ISIC_0025569,77,63,395,370
ISIC_0025570,97,0,485,450
ISIC_0025571,17,70,570,319
ISIC_0025572,0,0,640,450
ISIC_0025573,0,0,627,450
ISIC_0025574,17,50,530,381
ISIC_0025575,12,49,547,400
ISIC_0025576,70,5,472,432
ISIC_0025577,0,0,640,450
ISIC_0025578,217,133,175,198
ISIC_0025579,187,124,372,249
ISIC_0025580,157,0,355,441
ISIC_0025581,145,133,247,112
ISIC_0025582,105,0,440,450
ISIC_0025583,12,0,627,450
ISIC_0025584,70,36,467,381
ISIC_0025585,85,193,312,242
ISIC_0025586,90,65,377,304
ISIC_0025587,110,73,362,290
ISIC_0025588,37,0,517,450
ISIC_0025589,207,124,222,203
ISIC_0025590,25,21,582,395
ISIC_0025591,0,0,640,450
ISIC_0025592,240,159,145,114
ISIC_0025593,0,0,640,450
ISIC_0025594,0,0,640,450
ISIC_0025595,90,100,387,349
ISIC_0025596,110,140,215,205
ISIC_0025597,112,56,425,304
ISIC_0025598,0,17,617,432
ISIC_0025599,175,110,275,253
ISIC_0025600,185,123,295,228
ISIC_0025601,0,12,640,437
ISIC_0025602,132,24,220,309
ISIC_0025603,20,31,592,395
ISIC_0025604,0,0,640,450
ISIC_0025605,70,63,457,346
ISIC_0025606,182,59,342,291
ISIC_0025607,92,59,450,390
ISIC_0025608,15,126,565,274
ISIC_0025609,160,77,430,372
ISIC_0025610,287,193,72,65
ISIC_0025611,142,68,372,341
ISIC_0025612,147,84,177,193
ISIC_0025613,0,0,640,450
ISIC_0025614,30,10,502,439
ISIC_0025615,0,22,640,427
ISIC_0025616,17,0,592,450
ISIC_0025617,0,0,640,450
ISIC_0025618,165,45,352,404
ISIC_0025619,110,49,367,363
ISIC_0025620,0,0,600,450
ISIC_0025621,162,68,327,307
ISIC_0025622,210,91,230,242
ISIC_0025623,0,0,640,450
ISIC_0025624,0,0,640,450
ISIC_0025625,155,73,237,261
ISIC_0025626,90,68,432,254
ISIC_0025627,0,0,640,450
ISIC_0025628,272,107,245,219
ISIC_0025629,47,123,527,326
ISIC_0025630,110,79,402,304
ISIC_0025631,90,28,457,381
ISIC_0025632,80,0,437,356
ISIC_0025633,195,87,247,249
ISIC_0025634,80,40,387,384
ISIC_0025635,92,138,302,249
ISIC_0025636,0,0,640,450
ISIC_0025637,67,47,442,390
ISIC_0025638,225,168,222,149
ISIC_0025639,0,0,640,400
ISIC_0025640,190,147,350,237
ISIC_0025641,160,128,247,191
ISIC_0025642,87,12,415,370
ISIC_0025643,130,65,437,369
ISIC_0025644,107,93,412,279
ISIC_0025645,0,0,640,450
ISIC_0025646,12,0,580,450
ISIC_0025647,292,163,105,105
ISIC_0025648,87,21,335,395
ISIC_0025649,27,0,612,450
ISIC_0025650,0,0,640,450
ISIC_0025651,0,0,640,450
ISIC_0025652,167,35,307,372
ISIC_0025653,207,179,160,117
ISIC_0025654,0,0,640,450
ISIC_0025655,37,0,587,450
ISIC_0025656,0,0,562,432
ISIC_0025657,185,117,247,174
ISIC_0025658,0,0,640,450
ISIC_0025659,0,0,640,450
ISIC_0025660,50,93,490,356
ISIC_0025661,220,98,220,223
ISIC_0025662,172,52,285,332
ISIC_0025663,0,7,640,441
ISIC_0025664,0,0,640,450
ISIC_0025665,110,21,495,414
ISIC_0025666,50,66,442,383
ISIC_0025667,67,36,552,370
ISIC_0025668,45,0,545,450
ISIC_0025669,0,0,640,450
ISIC_0025670,32,145,587,135
ISIC_0025671,187,0,255,450
ISIC_0025672,265,170,115,87
ISIC_0025673,142,17,320,333
ISIC_0025674,60,5,457,360
ISIC_0025675,112,58,267,277
ISIC_0025676,2,0,582,450
ISIC_0025677,67,232,220,217
ISIC_0025678,0,49,530,332
ISIC_0025679,0,0,640,450
ISIC_0025680,62,114,285,242
ISIC_0025681,20,61,525,328
ISIC_0025682,87,21,390,413
ISIC_0025683,117,65,415,309
ISIC_0025684,270,184,220,163
ISIC_0025685,0,0,640,450
ISIC_0025686,35,0,580,450
ISIC_0025687,90,42,425,383
ISIC_0025688,315,170,227,161
ISIC_0025689,180,96,262,240
ISIC_0025690,0,0,640,450
ISIC_0025691,230,172,167,101
ISIC_0025692,5,0,450,414
ISIC_0025693,30,0,610,450
ISIC_0025694,152,40,255,254
ISIC_0025695,20,0,620,450
ISIC_0025696,10,0,630,450
ISIC_0025697,135,28,430,384
ISIC_0025698,0,0,640,450
ISIC_0025699,0,0,640,450
ISIC_0025700,240,108,152,207
ISIC_0025701,172,42,300,261
ISIC_0025702,282,188,87,89
ISIC_0025703,50,0,590,450
ISIC_0025704,207,184,240,265
ISIC_0025705,0,7,640,442
ISIC_0025706,0,73,565,376
ISIC_0025707,62,10,267,196
ISIC_0025708,0,77,640,328
ISIC_0025709,0,22,640,393
ISIC_0025710,0,0,640,450
ISIC_0025711,0,0,640,450
ISIC_0025712,0,0,640,450
ISIC_0025713,195,144,212,196
ISIC_0025714,35,7,520,442
ISIC_0025715,200,36,342,274
ISIC_0025716,0,0,640,450
ISIC_0025717,0,0,640,450
ISIC_0025718,212,66,230,261
ISIC_0025719,47,0,520,450
ISIC_0025720,0,0,537,450
ISIC_0025721,155,0,367,450
ISIC_0025722,120,68,332,298
ISIC_0025723,45,0,465,450
ISIC_0025724,152,126,295,212
ISIC_0025725,80,0,405,450
ISIC_0025726,0,0,640,450
ISIC_0025727,110,72,280,246
ISIC_0025728,47,0,430,450
ISIC_0025729,0,49,640,314
ISIC_0025730,232,138,162,174
ISIC_0025731,0,0,640,450
ISIC_0025732,52,0,535,450
ISIC_0025733,97,0,395,450
ISIC_0025734,0,0,640,450
ISIC_0025735,217,124,210,188
ISIC_0025736,210,128,255,179
ISIC_0025737,42,42,420,348
ISIC_0025738,0,0,640,450
ISIC_0025739,0,0,640,450
ISIC_0025740,0,0,640,450
ISIC_0025741,130,0,280,450
ISIC_0025742,0,0,640,450
ISIC_0025743,50,65,472,369
ISIC_0025744,10,70,565,319
ISIC_0025745,222,63,250,297
ISIC_0025746,142,72,300,279
ISIC_0025747,135,96,312,314
ISIC_0025748,62,3,527,437
ISIC_0025749,70,0,307,450
ISIC_0025750,47,7,495,442
ISIC_0025751,95,75,415,339
ISIC_0025752,45,0,525,450
ISIC_0025753,250,158,177,131
ISIC_0025754,132,0,362,395
ISIC_0025755,10,0,590,450
ISIC_0025756,75,0,380,450
ISIC_0025757,0,50,640,383
ISIC_0025758,57,43,472,297
ISIC_0025759,142,28,327,416
ISIC_0025760,75,98,460,351
ISIC_0025761,117,98,440,267
ISIC_0025762,0,0,640,450
ISIC_0025763,177,119,300,184
ISIC_0025764,97,0,542,450
ISIC_0025765,27,0,517,450
ISIC_0025766,65,35,490,397
ISIC_0025767,217,117,197,216
ISIC_0025768,130,0,325,344
ISIC_0025769,255,166,135,114
ISIC_0025770,132,174,307,230
ISIC_0025771,85,0,525,450
ISIC_0025772,110,8,267,363
ISIC_0025773,15,5,520,444
ISIC_0025774,97,29,422,346
ISIC_0025775,87,0,432,450
ISIC_0025776,132,56,402,323
ISIC_0025777,97,61,440,297
ISIC_0025778,192,84,272,265
ISIC_0025779,172,94,255,279
ISIC_0025780,0,0,640,450
ISIC_0025781,0,0,640,450
ISIC_0025782,0,0,640,450
ISIC_0025783,0,24,640,407
ISIC_0025784,35,59,472,346
ISIC_0025785,0,0,610,450
ISIC_0025786,242,163,117,108
ISIC_0025787,215,110,302,210
ISIC_0025788,0,0,640,450
ISIC_0025789,127,105,337,254
ISIC_0025790,0,0,640,450
ISIC_0025791,192,86,222,212
ISIC_0025792,130,1,335,277
ISIC_0025793,182,131,285,179
ISIC_0025794,0,0,640,450
ISIC_0025795,130,89,327,258
ISIC_0025796,0,68,640,381
ISIC_0025797,75,21,430,393
ISIC_0025798,42,56,560,388
ISIC_0025799,100,0,472,450
ISIC_0025800,0,0,640,450
ISIC_0025801,57,58,500,391
ISIC_0025802,185,101,377,311
ISIC_0025803,0,0,640,450
ISIC_0025804,0,0,640,450
ISIC_0025805,75,59,490,353
ISIC_0025806,0,1,617,439
ISIC_0025807,242,152,162,138
ISIC_0025808,257,0,382,450
ISIC_0025809,255,130,140,179
ISIC_0025810,30,0,610,450
ISIC_0025811,0,3,640,446
ISIC_0025812,175,89,247,286
ISIC_0025813,45,0,542,413
ISIC_0025814,0,0,640,450
ISIC_0025815,85,3,395,409
ISIC_0025816,272,156,105,108
ISIC_0025817,110,0,377,348
ISIC_0025818,112,31,440,393
ISIC_0025819,117,29,467,407
ISIC_0025820,37,0,597,395
ISIC_0025821,132,0,345,283
ISIC_0025822,0,0,627,450
ISIC_0025823,40,0,582,450
ISIC_0025824,197,110,262,203
ISIC_0025825,0,0,640,450
ISIC_0025826,120,89,377,267
ISIC_0025827,0,47,640,402
ISIC_0025828,22,49,472,277
ISIC_0025829,0,0,640,400
ISIC_0025830,17,0,590,450
ISIC_0025831,62,40,517,390
ISIC_0025832,50,0,510,450
ISIC_0025833,115,128,477,321
ISIC_0025834,117,8,412,393
ISIC_0025835,115,58,397,309
ISIC_0025836,77,1,510,448
ISIC_0025837,185,105,232,253
ISIC_0025838,0,0,640,450
ISIC_0025839,30,17,527,369
ISIC_0025840,125,54,405,321
ISIC_0025841,0,0,632,450
ISIC_0025842,45,0,595,450
ISIC_0025843,22,1,447,448
ISIC_0025844,92,0,510,450
ISIC_0025845,20,0,620,450
ISIC_0025846,137,75,362,314
ISIC_0025847,182,130,290,179
ISIC_0025848,0,0,640,450
ISIC_0025849,0,0,600,450
ISIC_0025850,220,117,205,172
ISIC_0025851,0,0,640,450
ISIC_0025852,0,0,640,450
ISIC_0025853,0,0,640,450
ISIC_0025854,50,0,442,450
ISIC_0025855,182,91,320,298
ISIC_0025856,295,105,237,253
ISIC_0025857,142,0,285,267
ISIC_0025858,80,0,447,450
ISIC_0025859,122,84,370,363
ISIC_0025860,0,56,640,383
ISIC_0025861,120,19,450,430
ISIC_0025862,202,42,310,291
ISIC_0025863,110,43,465,326
ISIC_0025864,80,58,465,391
ISIC_0025865,252,147,135,172
ISIC_0025866,180,158,267,181
ISIC_0025867,0,0,640,450
ISIC_0025868,122,79,510,267
ISIC_0025869,15,0,525,450
ISIC_0025870,177,31,267,370
ISIC_0025871,187,77,250,311
ISIC_0025872,37,0,517,450
ISIC_0025873,265,121,295,270
ISIC_0025874,0,0,640,450
ISIC_0025875,125,24,447,425
ISIC_0025876,40,0,507,450
ISIC_0025877,122,21,292,363
ISIC_0025878,25,40,512,397
ISIC_0025879,0,15,640,390
ISIC_0025880,0,0,640,450
ISIC_0025881,232,126,215,181
ISIC_0025882,0,35,640,381
ISIC_0025883,110,5,475,441
ISIC_0025884,92,0,415,409
ISIC_0025885,0,0,640,450
ISIC_0025886,65,0,502,450
ISIC_0025887,0,0,640,450
ISIC_0025888,97,156,420,293
ISIC_0025889,37,0,485,450
ISIC_0025890,170,43,470,406
ISIC_0025891,195,107,210,219
ISIC_0025892,152,110,337,240
ISIC_0025893,0,0,640,450
ISIC_0025894,97,89,202,216
ISIC_0025895,0,61,535,388
ISIC_0025896,172,63,302,319
ISIC_0025897,112,1,412,448
ISIC_0025898,225,186,197,56
ISIC_0025899,65,0,572,450
ISIC_0025900,112,61,377,309
ISIC_0025901,135,63,457,295
ISIC_0025902,67,58,490,351
ISIC_0025903,35,56,542,323
ISIC_0025904,150,3,372,446
ISIC_0025905,260,191,100,70
ISIC_0025906,95,43,407,344
ISIC_0025907,175,123,302,233
ISIC_0025908,175,116,302,247
ISIC_0025909,85,38,447,341
ISIC_0025910,62,38,432,344
ISIC_0025911,0,1,592,448
ISIC_0025912,77,87,460,362
ISIC_0025913,112,0,467,450
ISIC_0025914,82,70,372,283
ISIC_0025915,270,165,97,93
ISIC_0025916,37,133,475,200
ISIC_0025917,102,0,455,450
ISIC_0025918,32,59,552,390
ISIC_0025919,27,28,512,421
ISIC_0025920,57,128,437,260
ISIC_0025921,45,15,430,434
ISIC_0025922,0,0,640,450
ISIC_0025923,122,0,360,274
ISIC_0025924,155,80,335,272
ISIC_0025925,0,0,640,450
ISIC_0025926,175,75,360,307
ISIC_0025927,0,0,640,450
ISIC_0025928,47,7,592,428
ISIC_0025929,40,0,467,450
ISIC_0025930,57,101,390,249
ISIC_0025931,125,7,415,400
ISIC_0025932,92,5,442,413
ISIC_0025933,80,75,377,374
ISIC_0025934,142,56,250,290
ISIC_0025935,172,0,280,384
ISIC_0025936,12,0,592,450
ISIC_0025937,185,98,325,235
ISIC_0025938,0,42,640,407
ISIC_0025939,2,38,635,353
ISIC_0025940,72,12,567,437
ISIC_0025941,70,52,477,326
ISIC_0025942,22,0,555,450
ISIC_0025943,250,184,87,93
ISIC_0025944,37,0,542,450
ISIC_0025945,122,0,397,450
ISIC_0025946,82,5,557,444
ISIC_0025947,37,89,460,291
ISIC_0025948,10,14,600,435
ISIC_0025949,2,0,617,450
ISIC_0025950,0,49,640,341
ISIC_0025951,225,93,247,279
ISIC_0025952,102,15,337,339
ISIC_0025953,0,0,640,450
ISIC_0025954,82,126,525,279
ISIC_0025955,200,133,240,184
ISIC_0025956,0,0,640,450
ISIC_0025957,25,36,537,402
ISIC_0025958,15,50,617,333
ISIC_0025959,57,59,510,344
ISIC_0025960,100,10,397,427
ISIC_0025961,0,0,640,450
ISIC_0025962,0,0,640,450
ISIC_0025963,0,0,640,450
ISIC_0025964,252,166,145,100
ISIC_0025965,90,68,550,333
ISIC_0025966,0,0,640,450
ISIC_0025967,150,54,345,358
ISIC_0025968,182,29,385,332
ISIC_0025969,145,47,495,402
ISIC_0025970,0,0,617,450
ISIC_0025971,57,49,527,381
ISIC_0025972,0,0,640,450
ISIC_0025973,0,0,640,450
ISIC_0025974,87,0,447,369
ISIC_0025975,95,47,420,332
ISIC_0025976,35,7,605,402
ISIC_0025977,0,0,640,450
ISIC_0025978,262,189,117,94
ISIC_0025979,42,0,380,290
ISIC_0025980,0,31,575,402
ISIC_0025981,95,29,390,353
ISIC_0025982,0,0,640,450
ISIC_0025983,37,0,560,450
ISIC_0025984,280,152,87,124
ISIC_0025985,100,0,415,393
ISIC_0025986,7,14,587,400
ISIC_0025987,52,66,507,284
ISIC_0025988,0,0,640,450
ISIC_0025989,97,0,482,437
ISIC_0025990,52,0,507,450
ISIC_0025991,210,38,265,335
ISIC_0025992,0,0,640,450
ISIC_0025993,0,0,640,450
ISIC_0025994,0,40,627,295
ISIC_0025995,110,58,307,384
ISIC_0025996,0,0,640,450
ISIC_0025997,82,0,290,404
ISIC_0025998,0,0,640,450
ISIC_0025999,187,47,355,279
ISIC_0026000,82,1,557,448
ISIC_0026001,70,24,292,416
ISIC_0026002,145,91,355,253
ISIC_0026003,0,0,640,450
ISIC_0026004,42,36,517,358
ISIC_0026005,115,0,380,421
ISIC_0026006,262,177,87,87
ISIC_0026007,215,0,342,265
ISIC_0026008,50,56,555,332
ISIC_0026009,192,35,342,353
ISIC_0026010,0,0,592,395
ISIC_0026011,215,168,275,249
ISIC_0026012,245,154,140,135
